Date,Num Highs,Num Lows,Stock Price Strength
1997-01-03,4.0,3.0,57.14285714285714
1997-01-06,3.0,5.0,37.5
1997-01-07,3.0,4.0,42.857142857142854
1997-01-08,3.0,4.0,42.857142857142854
1997-01-09,5.0,3.0,62.5
1997-01-10,5.0,3.0,62.5
1997-01-13,2.0,3.0,40.0
1997-01-14,4.0,3.0,57.14285714285714
1997-01-15,3.0,3.0,50.0
1997-01-16,7.0,4.0,63.63636363636363
1997-01-17,8.0,3.0,72.72727272727273
1997-01-20,6.0,3.0,66.66666666666666
1997-01-21,7.0,3.0,70.0
1997-01-22,6.0,4.0,60.0
1997-01-23,5.0,4.0,55.55555555555556
1997-01-24,4.0,3.0,57.14285714285714
1997-01-27,4.0,3.0,57.14285714285714
1997-01-28,3.0,3.0,50.0
1997-01-29,3.0,3.0,50.0
1997-01-30,3.0,3.0,50.0
1997-02-03,4.0,3.0,57.14285714285714
1997-02-04,6.0,4.0,60.0
1997-02-05,4.0,4.0,50.0
1997-02-06,2.0,5.0,28.57142857142857
1997-02-07,5.0,4.0,55.55555555555556
1997-02-10,4.0,5.0,44.44444444444444
1997-02-11,4.0,4.0,50.0
1997-02-12,5.0,3.0,62.5
1997-02-13,15.0,3.0,83.33333333333334
1997-02-14,6.0,4.0,60.0
1997-02-18,16.0,5.0,76.19047619047619
1997-02-19,13.0,5.0,72.22222222222221
1997-02-20,4.0,5.0,44.44444444444444
1997-02-21,5.0,4.0,55.55555555555556
1997-02-24,9.0,5.0,64.28571428571429
1997-02-25,8.0,3.0,72.72727272727273
1997-02-26,5.0,3.0,62.5
1997-02-27,5.0,3.0,62.5
1997-03-03,3.0,3.0,50.0
1997-03-04,7.0,5.0,58.333333333333336
1997-03-05,8.0,4.0,66.66666666666666
1997-03-06,7.0,5.0,58.333333333333336
1997-03-07,13.0,4.0,76.47058823529412
1997-03-10,17.0,4.0,80.95238095238095
1997-03-11,16.0,4.0,80.0
1997-03-12,6.0,4.0,60.0
1997-03-13,6.0,4.0,60.0
1997-03-14,11.0,4.0,73.33333333333333
1997-03-17,6.0,5.0,54.54545454545454
1997-03-18,5.0,4.0,55.55555555555556
1997-03-19,5.0,5.0,50.0
1997-03-20,4.0,4.0,50.0
1997-03-21,4.0,4.0,50.0
1997-03-24,4.0,5.0,44.44444444444444
1997-03-25,4.0,4.0,50.0
1997-03-26,4.0,5.0,44.44444444444444
1997-03-31,2.0,7.0,22.22222222222222
1997-04-01,2.0,5.0,28.57142857142857
1997-04-02,2.0,9.0,18.181818181818183
1997-04-03,2.0,7.0,22.22222222222222
1997-04-04,2.0,3.0,40.0
1997-04-07,2.0,5.0,28.57142857142857
1997-04-08,2.0,7.0,22.22222222222222
1997-04-09,2.0,5.0,28.57142857142857
1997-04-10,3.0,5.0,37.5
1997-04-11,2.0,11.0,15.384615384615385
1997-04-14,2.0,10.0,16.666666666666664
1997-04-15,2.0,7.0,22.22222222222222
1997-04-16,2.0,5.0,28.57142857142857
1997-04-17,2.0,6.0,25.0
1997-04-18,2.0,3.0,40.0
1997-04-21,2.0,7.0,22.22222222222222
1997-04-22,2.0,4.0,33.33333333333333
1997-04-23,2.0,5.0,28.57142857142857
1997-04-24,3.0,9.0,25.0
1997-04-25,2.0,8.0,20.0
1997-04-28,2.0,4.0,33.33333333333333
1997-04-29,5.0,3.0,62.5
1997-05-01,4.0,3.0,57.14285714285714
1997-05-02,11.0,2.0,84.61538461538461
1997-05-05,25.0,2.0,92.5925925925926
1997-05-06,16.0,1.0,94.11764705882352
1997-05-07,6.0,1.0,85.71428571428571
1997-05-08,4.0,2.0,66.66666666666666
1997-05-09,6.0,2.0,75.0
1997-05-12,18.0,1.0,94.73684210526315
1997-05-13,12.0,1.0,92.3076923076923
1997-05-14,16.0,2.0,88.88888888888889
1997-05-15,16.0,1.0,94.11764705882352
1997-05-16,4.0,1.0,80.0
1997-05-19,4.0,1.0,80.0
1997-05-20,11.0,1.0,91.66666666666666
1997-05-21,7.0,1.0,87.5
1997-05-22,2.0,1.0,66.66666666666666
1997-05-23,17.0,1.0,94.44444444444444
1997-05-27,16.0,2.0,88.88888888888889
1997-05-28,9.0,2.0,81.81818181818183
1997-05-29,13.0,1.0,92.85714285714286
1997-06-02,26.0,1.0,96.29629629629629
1997-06-03,33.0,2.0,94.28571428571428
1997-06-04,15.0,1.0,93.75
1997-06-05,28.0,0.0,100.0
1997-06-06,63.0,0.0,100.0
1997-06-09,62.0,0.0,100.0
1997-06-10,70.0,0.0,100.0
1997-06-11,60.0,0.0,100.0
1997-06-12,102.0,1.0,99.02912621359224
1997-06-13,92.0,0.0,100.0
1997-06-16,56.0,0.0,100.0
1997-06-17,39.0,1.0,97.5
1997-06-18,39.0,2.0,95.1219512195122
1997-06-19,64.0,2.0,96.96969696969697
1997-06-20,56.0,2.0,96.55172413793103
1997-06-23,6.0,3.0,66.66666666666666
1997-06-24,41.0,2.0,95.34883720930233
1997-06-25,16.0,4.0,80.0
1997-06-26,8.0,4.0,66.66666666666666
1997-06-27,26.0,2.0,92.85714285714286
1997-06-30,20.0,3.0,86.95652173913044
1997-07-01,24.0,2.0,92.3076923076923
1997-07-02,56.0,1.0,98.24561403508771
1997-07-03,73.0,0.0,100.0
1997-07-07,31.0,1.0,96.875
1997-07-08,56.0,0.0,100.0
1997-07-09,19.0,0.0,100.0
1997-07-10,42.0,3.0,93.33333333333333
1997-07-11,48.0,1.0,97.95918367346938
1997-07-14,45.0,1.0,97.82608695652173
1997-07-15,50.0,0.0,100.0
1997-07-16,70.0,0.0,100.0
1997-07-17,33.0,1.0,97.05882352941177
1997-07-18,11.0,2.0,84.61538461538461
1997-07-21,9.0,1.0,90.0
1997-07-22,31.0,2.0,93.93939393939394
1997-07-23,38.0,1.0,97.43589743589743
1997-07-24,48.0,1.0,97.95918367346938
1997-07-25,31.0,1.0,96.875
1997-07-28,37.0,1.0,97.36842105263158
1997-07-29,44.0,0.0,100.0
1997-07-30,62.0,0.0,100.0
1997-07-31,57.0,2.0,96.61016949152543
1997-09-17,92.0,8.0,92.0
1997-09-18,66.0,4.0,94.28571428571428
1997-09-19,56.0,2.0,96.55172413793103
1997-09-22,49.0,0.0,100.0
1997-09-23,24.0,1.0,96.0
1997-09-24,23.0,0.0,100.0
1997-09-25,14.0,2.0,87.5
1997-09-26,24.0,1.0,96.0
1997-09-29,39.0,0.0,100.0
1997-09-30,20.0,3.0,86.95652173913044
1997-10-01,36.0,2.0,94.73684210526315
1997-10-02,43.0,1.0,97.72727272727273
1997-10-03,43.0,1.0,97.72727272727273
1997-10-06,57.0,0.0,100.0
1997-10-07,65.0,1.0,98.48484848484848
1997-10-08,11.0,2.0,84.61538461538461
1997-10-09,24.0,1.0,96.0
1997-10-10,18.0,1.0,94.73684210526315
1997-10-13,20.0,1.0,95.23809523809523
1997-10-14,23.0,1.0,95.83333333333334
1997-10-15,16.0,1.0,94.11764705882352
1997-10-16,11.0,2.0,84.61538461538461
1997-10-17,5.0,4.0,55.55555555555556
1997-10-20,15.0,3.0,83.33333333333334
1997-10-21,35.0,2.0,94.5945945945946
1997-10-22,26.0,1.0,96.29629629629629
1997-10-23,4.0,0.0,100.0
1997-10-24,6.0,3.0,66.66666666666666
1997-10-27,0.0,9.0,0.0
1997-10-28,0.0,3.0,0.0
1997-10-29,2.0,4.0,33.33333333333333
1997-10-30,2.0,7.0,22.22222222222222
1997-10-31,6.0,5.0,54.54545454545454
1997-11-03,16.0,1.0,94.11764705882352
1997-11-04,18.0,1.0,94.73684210526315
1997-11-05,18.0,1.0,94.73684210526315
1997-11-06,9.0,0.0,100.0
1997-11-07,0.0,2.0,0.0
1997-11-10,6.0,4.0,60.0
1997-11-11,9.0,3.0,75.0
1997-11-12,9.0,5.0,64.28571428571429
1997-11-13,8.0,2.0,80.0
1997-11-14,16.0,3.0,84.21052631578947
1997-11-17,34.0,2.0,94.44444444444444
1997-11-18,13.0,2.0,86.66666666666667
1997-11-19,29.0,2.0,93.54838709677419
1997-11-20,43.0,1.0,97.72727272727273
1997-11-21,40.0,2.0,95.23809523809523
1997-11-24,12.0,3.0,80.0
1997-11-25,23.0,3.0,88.46153846153845
1997-11-26,20.0,2.0,90.9090909090909
1997-11-28,26.0,3.0,89.65517241379311
1997-12-01,55.0,3.0,94.82758620689656
1997-12-02,27.0,1.0,96.42857142857143
1997-12-03,31.0,2.0,93.93939393939394
1997-12-04,17.0,3.0,85.0
1997-12-05,28.0,0.0,100.0
1997-12-08,24.0,1.0,96.0
1997-12-09,18.0,2.0,90.0
1997-12-10,12.0,3.0,80.0
1997-12-11,8.0,7.0,53.333333333333336
1997-12-12,14.0,6.0,70.0
1997-12-15,34.0,4.0,89.47368421052632
1997-12-16,31.0,2.0,93.93939393939394
1997-12-17,27.0,2.0,93.10344827586206
1997-12-18,16.0,6.0,72.72727272727273
1997-12-19,14.0,6.0,70.0
1997-12-22,23.0,4.0,85.18518518518519
1997-12-23,14.0,4.0,77.77777777777779
1997-12-24,9.0,7.0,56.25
1997-12-26,6.0,6.0,50.0
1997-12-29,24.0,3.0,88.88888888888889
1997-12-30,39.0,1.0,97.5
1997-12-31,36.0,0.0,100.0
1998-01-02,14.0,2.0,87.5
1998-01-05,17.0,2.0,89.47368421052632
1998-01-06,5.0,5.0,50.0
1998-01-07,9.0,4.0,69.23076923076923
1998-01-08,7.0,7.0,50.0
1998-01-09,1.0,10.0,9.090909090909092
1998-01-12,3.0,7.0,30.0
1998-01-13,6.0,1.0,85.71428571428571
1998-01-14,9.0,0.0,100.0
1998-01-15,6.0,3.0,66.66666666666666
1998-01-16,15.0,0.0,100.0
1998-01-20,33.0,3.0,91.66666666666666
1998-01-21,7.0,3.0,70.0
1998-01-22,11.0,4.0,73.33333333333333
1998-01-23,7.0,3.0,70.0
1998-01-26,3.0,5.0,37.5
1998-01-27,10.0,2.0,83.33333333333334
1998-01-28,13.0,3.0,81.25
1998-01-29,23.0,1.0,95.83333333333334
1998-01-30,12.0,2.0,85.71428571428571
1998-02-02,33.0,2.0,94.28571428571428
1998-02-03,29.0,1.0,96.66666666666667
1998-02-04,22.0,1.0,95.65217391304348
1998-02-05,18.0,2.0,90.0
1998-02-06,33.0,1.0,97.05882352941177
1998-02-09,17.0,0.0,100.0
1998-02-10,42.0,1.0,97.67441860465115
1998-02-11,30.0,0.0,100.0
1998-02-12,38.0,1.0,97.43589743589743
1998-02-13,20.0,1.0,95.23809523809523
1998-02-17,31.0,1.0,96.875
1998-02-18,35.0,1.0,97.22222222222221
1998-02-19,19.0,0.0,100.0
1998-02-20,40.0,1.0,97.5609756097561
1998-02-23,38.0,1.0,97.43589743589743
1998-02-24,20.0,1.0,95.23809523809523
1998-02-25,39.0,0.0,100.0
1998-02-26,52.0,1.0,98.11320754716981
1998-02-27,42.0,1.0,97.67441860465115
1998-03-02,33.0,1.0,97.05882352941177
1998-03-03,38.0,1.0,97.43589743589743
1998-03-04,25.0,0.0,100.0
1998-03-05,14.0,0.0,100.0
1998-03-06,51.0,1.0,98.07692307692307
1998-03-09,52.0,0.0,100.0
1998-03-10,68.0,1.0,98.55072463768117
1998-03-11,52.0,0.0,100.0
1998-03-12,49.0,1.0,98.0
1998-03-13,30.0,1.0,96.7741935483871
1998-03-16,70.0,1.0,98.59154929577466
1998-03-17,57.0,1.0,98.27586206896551
1998-03-18,48.0,1.0,97.95918367346938
1998-03-19,52.0,1.0,98.11320754716981
1998-03-20,65.0,2.0,97.01492537313433
1998-03-23,29.0,1.0,96.66666666666667
1998-03-24,44.0,1.0,97.77777777777777
1998-03-25,28.0,0.0,100.0
1998-03-26,21.0,0.0,100.0
1998-03-27,12.0,1.0,92.3076923076923
1998-03-30,9.0,0.0,100.0
1998-03-31,29.0,1.0,96.66666666666667
1998-04-01,34.0,2.0,94.44444444444444
1998-04-02,54.0,0.0,100.0
1998-04-03,38.0,0.0,100.0
1998-04-06,27.0,1.0,96.42857142857143
1998-04-07,13.0,1.0,92.85714285714286
1998-04-08,7.0,1.0,87.5
1998-04-09,22.0,1.0,95.65217391304348
1998-04-13,16.0,2.0,88.88888888888889
1998-04-14,26.0,0.0,100.0
1998-04-15,37.0,0.0,100.0
1998-04-16,9.0,1.0,90.0
1998-04-17,23.0,1.0,95.83333333333334
1998-04-20,21.0,0.0,100.0
1998-04-21,23.0,0.0,100.0
1998-04-22,14.0,1.0,93.33333333333333
1998-04-23,10.0,1.0,90.9090909090909
1998-04-24,6.0,1.0,85.71428571428571
1998-04-27,2.0,1.0,66.66666666666666
1998-04-28,1.0,0.0,100.0
1998-04-29,7.0,1.0,87.5
1998-04-30,11.0,1.0,91.66666666666666
1998-05-01,14.0,0.0,100.0
1998-05-04,17.0,0.0,100.0
1998-05-05,8.0,0.0,100.0
1998-05-06,4.0,1.0,80.0
1998-05-07,4.0,1.0,80.0
1998-05-08,11.0,1.0,91.66666666666666
1998-05-11,6.0,1.0,85.71428571428571
1998-05-12,13.0,0.0,100.0
1998-05-13,13.0,1.0,92.85714285714286
1998-05-14,9.0,2.0,81.81818181818183
1998-05-15,5.0,2.0,71.42857142857143
1998-05-18,6.0,2.0,75.0
1998-05-19,8.0,1.0,88.88888888888889
1998-05-20,12.0,1.0,92.3076923076923
1998-05-21,12.0,2.0,85.71428571428571
1998-05-22,4.0,3.0,57.14285714285714
1998-05-26,2.0,2.0,50.0
1998-05-27,2.0,1.0,66.66666666666666
1998-05-28,6.0,1.0,85.71428571428571
1998-05-29,6.0,3.0,66.66666666666666
1998-06-01,12.0,5.0,70.58823529411765
1998-06-02,5.0,6.0,45.45454545454545
1998-06-03,4.0,6.0,40.0
1998-06-04,6.0,3.0,66.66666666666666
1998-06-05,15.0,2.0,88.23529411764706
1998-06-08,17.0,2.0,89.47368421052632
1998-06-09,10.0,2.0,83.33333333333334
1998-06-10,16.0,3.0,84.21052631578947
1998-06-11,10.0,9.0,52.63157894736842
1998-06-12,6.0,7.0,46.15384615384615
1998-06-15,4.0,12.0,25.0
1998-06-16,4.0,4.0,50.0
1998-06-17,13.0,3.0,81.25
1998-06-18,15.0,4.0,78.94736842105263
1998-06-19,5.0,6.0,45.45454545454545
1998-06-22,11.0,7.0,61.111111111111114
1998-06-23,20.0,3.0,86.95652173913044
1998-06-24,27.0,5.0,84.375
1998-06-25,12.0,3.0,80.0
1998-06-26,22.0,6.0,78.57142857142857
1998-06-29,31.0,6.0,83.78378378378379
1998-06-30,23.0,3.0,88.46153846153845
1998-07-01,34.0,8.0,80.95238095238095
1998-07-02,19.0,9.0,67.85714285714286
1998-07-06,44.0,9.0,83.01886792452831
1998-07-07,24.0,10.0,70.58823529411765
1998-07-08,43.0,8.0,84.31372549019608
1998-07-09,15.0,16.0,48.38709677419355
1998-07-10,30.0,15.0,66.66666666666666
1998-07-13,19.0,16.0,54.285714285714285
1998-07-14,42.0,13.0,76.36363636363637
1998-07-15,17.0,13.0,56.666666666666664
1998-07-16,24.0,12.0,66.66666666666666
1998-07-17,31.0,12.0,72.09302325581395
1998-07-20,19.0,14.0,57.57575757575758
1998-07-21,8.0,20.0,28.57142857142857
1998-07-22,6.0,13.0,31.57894736842105
1998-07-23,3.0,25.0,10.714285714285714
1998-07-24,1.0,28.0,3.4482758620689653
1998-07-27,8.0,14.0,36.36363636363637
1998-07-28,3.0,25.0,10.714285714285714
1998-07-29,3.0,23.0,11.538461538461538
1998-07-30,9.0,14.0,39.130434782608695
1998-07-31,4.0,25.0,13.793103448275861
1998-08-03,4.0,34.0,10.526315789473683
1998-08-04,1.0,53.0,1.8518518518518516
1998-08-05,0.0,23.0,0.0
1998-08-06,1.0,13.0,7.142857142857142
1998-08-07,1.0,13.0,7.142857142857142
1998-08-10,6.0,23.0,20.689655172413794
1998-08-11,2.0,36.0,5.263157894736842
1998-08-12,6.0,11.0,35.294117647058826
1998-08-13,3.0,20.0,13.043478260869565
1998-08-14,5.0,28.0,15.151515151515152
1998-08-17,7.0,16.0,30.434782608695656
1998-08-18,9.0,9.0,50.0
1998-08-19,5.0,12.0,29.411764705882355
1998-08-20,7.0,21.0,25.0
1998-08-21,6.0,27.0,18.181818181818183
1998-08-24,12.0,18.0,40.0
1998-08-25,12.0,18.0,40.0
1998-08-26,7.0,34.0,17.073170731707318
1998-08-27,5.0,65.0,7.142857142857142
1998-08-28,9.0,56.0,13.846153846153847
1998-08-31,3.0,81.0,3.571428571428571
1998-09-01,1.0,23.0,4.166666666666666
1998-09-02,0.0,22.0,0.0
1998-09-03,0.0,27.0,0.0
1998-09-04,0.0,29.0,0.0
